Princípio Ativo,Nome Comercial,Apresentação Comercial,Fabricante,Finalidade de Uso,Classe Terapêutica,Mecanismo de Ação,Via de Administração,Forma Farmacêutica,Soma de QT_APROVADA,Soma de QT_GLOSATOTAL,Soma de VL_GLOSADO,Soma de VL_APROVADO,VL_UNITÁRIO,QT_MÉDIA_MENSAL,VL_MÉDIO_MENSAL,% GLOSA,%VL APROVADO,Unnamed: 19
IRINOTECANO,TREBYXAN,TREBYXAN 20 MGML SOL INJ CT FA VD AMB X 2 ML,LABORATORIO QUIMICO FARMACEUTICO BERGAMO LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4285.0,1455.0,9301.100000000002,24278.56999999999,5.665943990665109,357.0833333333333,2023.2141666666657,0.2534843205574913,0.7465156794425087,
PAMIDRONATO,PAMIDRONATO DISSODICO,PAMIDRONATO DISSODICO 90 MG PO LIOF P SOL INJ CT FA VD INC AMP PLAS INC DIL X 10 ML,EUROFARMA LABORATORIOS S.A.,"Hipercalcemia maligna, doença de Paget, metástases ósseas, mieloma múltiplo",M5B4 - BISFOSFONATOS PARA ALTERAÇÕES DO CÁCIO RELACIONADAS A TUMORES,Inibidor da atividade osteoclástica,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,630.0,0.0,0.0,3430.94,5.445936507936508,52.5,285.9116666666667,0,1.0,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 100 MG PO LIOF P SOL INJ CT 10 FA VD INC,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,40878.0,4805.0,121.5600000000001,212519.2,5.198864915113264,3406.5,17709.933333333334,0.10518135849221812,0.8948186415077819,
EPIRRUBICINA,CLORIDRATO DE EPIRRUBICINA,CLORIDRATO DE EPIRRUBICINA 2 MGML SOL INJ IM CT FR VD INC X 5 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma de mama, Carcinoma de ovário, Carcinoma gástrico, Carcinoma de pulmão, Linfomas (Hodgkin e não-Hodgkin), Sarcomas de partes moles, Leucemias, Carcinoma superficial de bexiga",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,Inibidor da enzima DNA helicase,IV,SOLUCAO INJETAVEL,857.0,0.0,0.0,4400.91,5.135250875145857,71.41666666666667,366.7425,0,1.0,
IRINOTECANO,CLORIDRATO DE IRINOTECANO,CLORIDRATO DE IRINOTECANO 20 MGML SOL INJ IV CT 10 FA VD AMB X 5 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO INJETAVEL,50431.0,6400.0,216.97,258802.6600000003,5.131816937994493,4202.583333333333,21566.888333333358,0.11261459414756031,0.8873854058524397,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA 1 MGML SOL INJ CT FA VD AMB X 50 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,23928.0,2059.0,1782.99,116614.0799999999,4.873540621865593,1994,9717.839999999991,0.07923192365413476,0.9207680763458652,
CARBOPLATINA,TEVACARBO,TEVACARBO RESTRITO HOSP 150 MG SOL INJ FA VD ,TEVA FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,42985.0,4849.0,573.8599999999999,200224.9099999998,4.6580181458648315,3582.0833333333335,16685.40916666665,0.10137140945770791,0.898628590542292,
RITUXIMABE,TRUXIMA,TRUXIMA 10 MGML SOL DIL INFUS IV CT 1 FA VD TRANS X 50 ML,CELLTRION HEALTHCARE DISTRIBUICAO DE PRODUTOS FARMACEUTICOS DOS BRASIL LTDA,"Linfoma não-Hodgkin de células B, leucemia linfocítica crônica (LLC), Artrite Reumatoide (AR), Granulomatose de Wegener, Poliangiite microscópica (PAM), Pênfigo vulgar (PV)","L1G1 - ANTICORPOS MONOCLONAIS ANTINEOPLÁSICOS, CD31",Anticorpo monoclonal ligante do CD20 que destrói linfócitos B,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,56075.0,2600.0,5684.59,257278.4399999999,4.588113062862236,4672.916666666667,21439.86999999999,0.044311887515977845,0.9556881124840222,
PACLITAXEL,EVOTAXEL,EVOTAXEL 6 MGML SOL INJ CT FA VD TRANS X 25 ML,FARMARIN INDUSTRIA E COMERCIO LTDA ,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,5536.0,0.0,0.0,24845.06,4.48790823699422,461.3333333333333,2070.4216666666666,0,1.0,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MGML SOL INJ CT FA VD TRANS X 167 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,8775.0,280.0,116.0,38785.78000000001,4.42003190883191,731.25,3232.1483333333344,0.030922142462727776,0.9690778575372723,
CARBOPLATINA,FAULDCARBO,FAULDCARBO 10 MGML SOL INJ CT FA VD AMB X 5 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,100941.0,19044.0,27626.59000000001,430655.6699999999,4.266409783933188,8411.75,35887.972499999996,0.1587198399799975,0.8412801600200025,
CARBOPLATINA,TEVACARBO,TEVACARBO RESTRITO HOSP 450 MG SOL INJ FA VD ,TEVA FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,70311.0,10778.0,1781.32,296743.62,4.220443742799846,5859.25,24728.635,0.13291568523474206,0.8670843147652579,
PEMETREXEDE,PEMTRYX,PEMTRYX 500 MG PO LIOF INJ CT FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,500.0,0.0,0.0,2034.01,4.06802,41.666666666666664,169.50083333333333,0,1.0,
CARMUSTINA,NIBISNU,NIBISNU 100 MG PO LIOF SOL INJ IV CT FA VD AMB DIL FA VD TRANS X 3 ML,DR. REDDYS FARMACEUTICA DO BRASIL LTDA,"Tumores cerebrais (glioblastoma, meduloblastoma e astrocitoma), Mieloma múltiplo, Linfoma de Hodgkin e linfomas não-Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Agente antineoplásico citotóxico alquilante,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,3383.0,0.0,0.0,13305.16,3.932947088383092,281.9166666666667,1108.7633333333333,0,1.0,
CARBOPLATINA,FAULDCARBO,FAULDCISPLA 1 MGML SOL INJ CT FA VD AMB X 100 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,16541.0,2285.0,2940.95,62585.16999999993,3.783638836829692,1378.4166666666667,5215.430833333327,0.12137469457133751,0.8786253054286625,
PEMETREXEDE,ATRED,ATRED 500 MG PO LIOF SOL INJ CT FA VD TRANS,LIBBS FARMACEUTICA LTDA ,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,37961.0,5312.0,1418.36,141897.08,3.7379700218645446,3163.4166666666665,11824.756666666666,0.12275552885170891,0.8772444711482911,
DOCETAXEL,DOCEUNO,DOCETAXEL 20 MGML SOL DIL INFUS INJ CT FA VD TRANS X 1 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,3608.0,0.0,0.0,13180.51,3.6531347006651886,300.6666666666667,1098.3758333333333,0,1.0,
PACLITAXEL,MYLTOL,MYLTOL 6 MG ML SOL INJ IV CT 1 FA VD INC X 167 ML,VIATRIS FARMACEUTICA DO BRASIL LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,2652.0,1806.0,35294.05,9613.130000000005,3.624860482654602,221,801.0941666666671,0.40511440107671604,0.594885598923284,
CARBOPLATINA,HETROCAR,HETROCAR 10 MGML SOL DIL INFUS IV CT FA VD AMB X 45 ML,CAMBER FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,900.0,0.0,0.0,3260.25,3.6225,75,271.6875,0,1.0,
CARMUSTINA,NIBISNU,NIBISNU RESTRITO HOSP 100 MG PO LIOF SOL INJ ,DR. REDDYS FARMACEUTICA DO BRASIL LTDA,"Tumores cerebrais (glioblastoma, meduloblastoma e astrocitoma), Mieloma múltiplo, Linfoma de Hodgkin e linfomas não-Hodgkin",L1A - AGENTES ANTINEOPLÁSICOS ALQUILANTES,Agente antineoplásico citotóxico alquilante,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,839.0,839.0,288629.23,2917.22,3.4770202622169246,69.91666666666667,243.10166666666666,0.5,0.5,
DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA 2 MGML SOL INJ IV CT FA VD TRANS X 5 ML,ACCORD FARMACEUTICA LTDA,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,4433.0,29.0,5.61,14818.61,3.3427949469884957,369.4166666666667,1234.8841666666667,0.006499327655759749,0.9935006723442402,
PEGASPARGASE,ONCASPAR,ONCASPAR 3750 U PO LIOF SOL INJ CT FA VD TRANS,LABORATORIOS SERVIER DO BRASIL LTDA,Leucemia Linfoblástica Aguda (LLA),L1X9 - TODOS OS OUTROS ANTINEOPLÁSICOS,"Enzima L-asparaginase, que atua quebrando o aminoácido asparagina, essencial para replicação tumoral",IV,SOLUCAO PARA DILUICAO PARA INFUSAO,2065.0,0.0,0.0,6669.31,3.2296900726392255,172.08333333333334,555.7758333333334,0,1.0,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 50MG PO LIOF SOL INJ IV CT FA VD TRANS X 50ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,896.0,0.0,0.0,2787.05,3.1105468750000003,74.66666666666667,232.2541666666667,0,1.0,
CARBOPLATINA,HETROCAR,HETROCAR 10 MGML SOL DIL INFUS IV CT FA VD AMB X 5 ML,CAMBER FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,9348.0,2480.0,7309.4,26625.13,2.848216730851519,779,2218.7608333333333,0.2096719648292188,0.7903280351707812,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 50 MG PO LIOF P SOL INJ CT 10 FA VD INC,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,12582.0,968.0,161.19,35834.63,2.8480869496105545,1048.5,2986.2191666666663,0.0714391143911439,0.9285608856088561,
DOCETAXEL,DOCEUNO,DOCETAXEL 20MGML SOL INJ IV CT FA VD TRANS X 1ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,3699.0,280.0,10.68,9166.28,2.4780427142470938,308.25,763.8566666666667,0.07036943955767781,0.9296305604423222,
PACLITAXEL,PACLITAXEL,PACLITAXEL 6 MG ML SOL INJ IV CT FA VD INC X 5 ML,ACCORD FARMACEUTICA LTDA,"Câncer de ovário, câncer de mama, câncer de pulmão de células não pequenas",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,6909.0,2236.0,690.4100000000001,17046.97,2.4673570704877696,575.75,1420.5808333333334,0.24450519409513397,0.7554948059048661,
PEMETREXEDE,EROXYM,EROXYM 100 MG PO LIOF SOL INJ CT 1 FA VD TRANS,EUROFARMA LABORATORIOS S.A.,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,339.0,0.0,0.0,797.18,2.3515634218289083,28.25,66.43166666666666,0,1.0,
CISPLATINA,C-PLATIN,C-PLATIN 1 MGML SOL INJ CT FA VD AMB X 50 ML,BLAU FARMACEUTICA S.A.,"Câncer de testículo, câncer de ovário, câncer de bexiga, câncer de pulmão",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,1814.0,600.0,9.6,4248.760000000001,2.34220507166483,151.16666666666666,354.06333333333345,0.24855012427506215,0.7514498757249378,
ALFAEPOETINA,ALFAEPOETINA,ALFAEPOETINA 10000 UIML SOL INJ CT 1 SER PREENCHIDAS X 03 ML SISTEMA DE SEGURANCA,FUNDACAO OSWALDO CRUZ,Antianêmico,B3C - ERITROPOIETÍNAS,Estimulador da eritropoiese,IV,SOLUCAO PARA DILUICAO PARA INFUSAO,4.0,0.0,0.0,9.32,2.33,0.3333333333333333,0.7766666666666667,0,1.0,
FOLINATO DE CÁLCIO,FAULDLEUCO,FAULDLEUCO 10 MGML SOL INJ CT FA VD TRANS X 5 ML,LIBBS FARMACEUTICA LTDA ,Auxiliar da quimioterapia - antídoto de efeitos tóxicos de alguns quimioterápicos,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,"Protegendo as células saudáveis dos efeitos tóxicos de antagonistas do ácido fólico, como o metotrexato",IV/IM,SOLUCAO PARA DILUICAO PARA INFUSAO,393785.0,50352.0,5351.480000000007,879694.6399999935,2.233946544434129,32815.416666666664,73307.88666666612,0.11337042399079564,0.8866295760092043,
CARBOPLATINA,FAULDCARBO,FAULDCARBO 10 MGML SOL INJ CT FA VD AMB X 15 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,159853.0,11516.0,5956.689999999996,349371.2599999998,2.185578375132151,13321.083333333334,29114.27166666665,0.06720001867315559,0.9327999813268444,
OXALIPLATINA,TEVAOXALI,TEVAOXALI 5 MGML SOL INJ CT FA VD INC X 40 ML,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,17761.0,3071.0,121354.44,37782.34999999998,2.127264793649005,1480.0833333333333,3148.529166666665,0.1474174347158218,0.8525825652841782,
IRINOTECANO,CLORIDRATO DE IRINOTECANO,CLORIDRATO DE IRINOTECANO 20 MGML SOL INJ CT FA VD AMB X 2 ML,ACCORD FARMACEUTICA LTDA,"Carcinoma metastático do cólon ou reto, Neoplasia pulmonar de células pequenas e não-pequenas, Neoplasia de colo de útero, Neoplasia de ovário, Neoplasia gástrica recorrente ou inoperável, Neoplasia de mama inoperável ou recorrente, Carcinoma de células escamosas da pele, Linfomas",L1C3 - AGENTES ANTINEOPLÁSICOS CAMPTOTECINAS,Inibidor da topoisomerase I,IV,SOLUCAO INJETAVEL,13170.0,40.0,5.5,27787.43,2.1099035687167804,1097.5,2315.619166666667,0.003028009084027252,0.9969719909159728,
CARBOPLATINA,FAULDCARBO,FAULDCARBO 10 MGML SOL INJ CT FA VD AMB X 45 ML,LIBBS FARMACEUTICA LTDA ,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,174441.0,17351.0,6236.57,367006.9999999994,2.103903325479672,14536.75,30583.916666666617,0.09046779844831901,0.909532201551681,
PEMETREXEDE,EROXYM,EROXYM 500 MG PO LIOF SOL INJ CT 1 FA VD TRANS,EUROFARMA LABORATORIOS S.A.,"Mesotelioma pleural maligno, câncer de pulmão de células não pequenas",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,PO LIOFILIZADO PARA SOLUCAO INJETAVEL,1269.0,0.0,0.0,2634.07,2.075705279747833,105.75,219.50583333333336,0,1.0,
FOLINATO DE CÁLCIO,FAULDLEUCO,FAULDLEUCO 10 MGML SOL INJ CT FA VD TRANS X 30 ML,LIBBS FARMACEUTICA LTDA ,Auxiliar da quimioterapia - antídoto de efeitos tóxicos de alguns quimioterápicos,V3D - AGENTES DESINTOXICANTES PARA O TRATAMENTO DE NEOPLASISAS,"Protegendo as células saudáveis dos efeitos tóxicos de antagonistas do ácido fólico, como o metotrexato",IV/IM,SOLUCAO PARA DILUICAO PARA INFUSAO,1150507.0,227776.0,32538.62999999997,2331196.819999986,2.0262343645018985,95875.58333333333,194266.40166666548,0.16526069029364795,0.834739309706352,
DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA,CLORIDRATO DE DOXORRUBICINA 50 MG PO LIOF SOL INJ CT 10 FA VD INC X 50 ML,ACCORD FARMACEUTICA LTDA,"Câncer de mama metastático, câncer de ovário avançado, sarcoma de Kaposi, mieloma múltiplo progressivo",L1D - AGENTES ANTINEOPLÁSICOS ANTIBIÓTICOS,"Inibe a síntese de DNA, RNA e proteínas nas células cancerosas ao interferir com enzimas como a topoisomerase II",IV,SOLUCAO INJETAVEL,6834.0,457.0,199.86,12515.61999999999,1.8313754755633582,569.5,1042.9683333333326,0.06268001645864765,0.9373199835413524,
DOCETAXEL,DOCEUNO,DOCEUNO 20 MGML SOL INJ IV CT FA VD TRANS X 4 ML,EUROFARMA LABORATORIOS S.A.,"Câncer de mama, câncer de pulmão não pequenas células avançado ou metastático, adenocarcinoma gástrico, câncer de cabeça e pescoço, câncer de ovário",L1C2 - AGENTES ANTINEOPLÁSICOS TAXANOS,Impedem a divisão celular como ligante da tubulina e a despolimerizacão de microtúbulos,IV,SOLUCAO INJETAVEL,9760.0,998.0,91.31,17572.20999999998,1.8004313524590145,813.3333333333334,1464.3508333333318,0.09276817252277375,0.9072318274772262,
CARBOPLATINA,TEVACARBO,TEVACARBO 10 MGML SOL INJ CT FA VD AMB X 15 ML (EMB HOSP),TEVA FARMACEUTICA LTDA,"Câncer de ovário, câncer de pulmão de células pequenas, câncer de cabeça e pescoço",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Inibição do crescimento celular tumoral (inibe a síntese do DNA tumoral),IV,SOLUCAO INJETAVEL,49548.0,8564.0,24448.36000000001,88635.55,1.7888824977799307,4129,7386.295833333334,0.14737059471365638,0.8526294052863437,
OXALIPLATINA,TEVAOXALI,OXALIPLATINA 50 MG PO LIOF SOL INJ IV CT FA VD TRANS,TEVA FARMACEUTICA LTDA,"Câncer colorretal metastático e adjuvante (geralmente em combinação com fluoropirimidinas como o 5-fluorouracil), Câncer gástrico ou câncer da junção gastroesofágica localmente avançado ou metastático, Adenocarcinoma de pâncreas metastático",L1F - COMPOSTOS ANTINEOPLÁSICOS DE PLATINA,Age formando ligações cruzadas no DNA que impede a replicação e a transcrição do material genético,IV,SOLUCAO INJETAVEL,2819.0,159.0,79.21,4956.079999999999,1.7580986165306842,234.91666666666666,413.0066666666666,0.053391537944929485,0.9466084620550705,
METOTREXATO,TECNOMET,TECNOMET 25 MG COM CT 2 BL AL PLAS AMB X 10,ADIUM S.A.,"Neoplasias trofoblásticas gestacionais (Coriocarcinoma uterino, corioadenoma destruens e mola hidatiforme), Leucemias linfocíticas agudas (LLA), Câncer pulmonar de células pequenas, Câncer de cabeça e pescoço (carcinoma de células escamosas), Câncer de mama, Osteossarcoma, Linfomas não-Hodgkin e linfoma de Burkitt, Psoríase grave",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Inibidor da enzima di-hidrofolato redutase - interfere síntese de DNA e RNA,IV/IM,COMPRIMIDO,81.0,32.0,969.92,140.21,1.7309876543209877,6.75,11.684166666666668,0.2831858407079646,0.7168141592920354,
PEMETREXEDE,PEMDIA,PEMDIA 25 MGML SOL DIL INFUS IV CT FA VD TRANS X 20 ML,TEVA FARMACÊUTICA LTDA.,"Mesotelioma pleural maligno, Câncer de pulmão de células não pequenas (histologia não escamosa)",L1B - AGENTES ANTINEOPLÁSICOS ANTIMETABÓLITOS,Antimetabólito antifolato,IV,SOLUCAO PARA INFUSAO,3004.0,0.0,0.0,4965.239999999999,1.652876165113182,250.33333333333334,413.7699999999999,0,1.0,
